"","UsageClass","CheckoutType","MaterialType","CheckoutYear","CheckoutMonth","Checkouts","Title","ISBN","Creator","Subjects","Publisher","PublicationYear"
"1111","Physical","Horizon","BOOK",2019,1,10,"The son of Neptune / Rick Riordan.","","Riordan, Rick","Gaia Greek deity Juvenile fiction, Hera Greek deity Juvenile fiction, Neptune Roman deity Juvenile fiction, Camps Juvenile fiction, Mythology Greek Juvenile fiction, Mythology Roman Juvenile fiction, Quests Expeditions Juvenile fiction, Fantasy fiction, Mythological fiction","Disney/Hyperion Books,","2011"
"1112","Physical","Horizon","BOOK",2019,1,10,"Camp Half-Blood confidential : your real guide to the demigod training camp / Rick Riordan.","","Riordan, Rick","Mythology Greek Juvenile fiction, Camps Juvenile fiction, Mythological fiction","Disney-Hyperion,","2017"
"1113","Physical","Horizon","BOOK",2019,1,23,"The sea of monsters / Rick Riordan.","","Riordan, Rick","Hades Greek deity Juvenile fiction, Mythology Greek Juvenile fiction, Camps Juvenile fiction, Friendship Juvenile fiction, Fathers and sons Juvenile fiction, Poseidon Greek deity Juvenile fiction, Zeus Greek deity Juvenile fiction, Fantasy fiction, Mythological fiction","Miramax Books/Hyperion Books for Children,","2006"
"1114","Physical","Horizon","BOOK",2019,1,21,"The red pyramid / Rick Riordan.","","Riordan, Rick","Brothers and sisters Fiction, Seth Egyptian deity Juvenile fiction, Voyages and travels Juvenile fiction, Family secrets Juvenile fiction, Secret societies Juvenile fiction, Egypt Juvenile fiction, Mythological fiction","Disney/Hyperion Books,","2010"
"1115","Digital","OverDrive","EBOOK",2019,1,12,"The Lost Hero: The Heroes of Olympus Series, Book 1","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2011"
"1116","Physical","Horizon","BOOK",2019,1,27,"The lightning thief / Rick Riordan.","","Riordan, Rick","Mythology Greek Juvenile fiction, Fantasy, Mythological fiction","Hyperion Books for Children,","2005"
"1117","Digital","OverDrive","EBOOK",2019,1,13,"The Red Pyramid: The Kane Chronicles, Book 1","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2011"
"1118","Digital","OverDrive","AUDIOBOOK",2019,1,26,"The Dark Prophecy: Trials of Apollo Series, Book 2 (unabridged) (Unabridged)","","Rick Riordan","Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2017"
"1119","Physical","Horizon","BOOK",2019,1,30,"Percy Jackson & the Olympians. Book one, The lightning thief : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Attila Futaki ; color by José Villarrubia ; layouts by Orpheus Collar ; lettering by Chris Dickey.","","Riordan, Rick","Hades Greek deity Comic books strips etc, Mythology Greek Comic books strips etc, Camps Comic books strips etc, Friendship Comic books strips etc, Fathers and sons Comic books strips etc, Poseidon Greek deity Comic books strips etc, Zeus Greek deity Comic books strips etc, Cartoons and comics, Graphic novels, Fantasy comics","Disney/Hyperion Books,","2010"
"1120","Digital","OverDrive","EBOOK",2019,1,16,"The Last Olympian: Percy Jackson and the Olympians Series, Book 5","","Rick Riordan","Juvenile Fiction, Mythology","Disney Digital Books","2011"
"1121","Physical","Horizon","BOOK",2019,1,12,"The sword of summer / Rick Riordan.","","Riordan, Rick","Chase Magnus Juvenile fiction, Mythology Norse Juvenile fiction, Homeless children Juvenile fiction, Quests Expeditions Juvenile fiction, Mythological fiction","Disney Hyperion,","2015"
"1122","Digital","OverDrive","AUDIOBOOK",2019,1,18,"The Burning Maze: The Trials of Apollo Series, Book 3 (unabridged) (Unabridged)","","Rick Riordan","Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2018"
"1123","Digital","OverDrive","AUDIOBOOK",2019,1,21,"The Sword of Summer: Magnus Chase and the Gods of Asgard Series, Book 1 (unabridged) (Unabridged)","","Rick Riordan","Mythology, Young Adult Fiction, Young Adult Literature","Books on Tape","2015"
"1124","Physical","Horizon","BOOK",2019,1,13,"Demigods & Magicians / Rick Riordan.","","Riordan, Rick","Mythology Greek Juvenile fiction, Mythology Egyptian Juvenile fiction, Magic Juvenile fiction, Monsters Juvenile fiction, Short stories, Mythological fiction","Disney/Hyperion,","2016"
"1125","Digital","OverDrive","EBOOK",2019,1,29,"The Ship of the Dead: Magnus Chase and the Gods of Asgard Series, Book 3","","Rick Riordan","Juvenile Fiction, Juvenile Literature, Mythology","Disney Digital Books","2017"
"1126","Digital","OverDrive","AUDIOBOOK",2019,1,10,"The Titan's Curse: Percy Jackson and the Olympians Series, Book 3 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Mythology, Young Adult Fiction","Books on Tape","2007"
"1127","Physical","Horizon","BOOK",2019,1,25,"The last Olympian / Rick Riordan.","","Riordan, Rick","Titans Mythology Juvenile fiction, Animals Mythical Juvenile fiction, Monsters Juvenile fiction, Mythology Greek Juvenile fiction, Mythological fiction","Disney/Hyperion Books,","2009"
"1128","Physical","Horizon","BOOK",2019,1,10,"The House of Hades / Rick Riordan.","","Riordan, Rick","Monsters Juvenile fiction, Mythology Greek Juvenile fiction, Mythology Roman Juvenile fiction, Prophecies Juvenile fiction, Fantasy fiction, Mythological fiction","Disney/Hyperion Books,","2013"
"1129","Physical","Horizon","BOOK",2019,1,34,"The burning maze / Rick Riordan.","","Riordan, Rick","Apollo Deity Juvenile fiction, Gods Greek Juvenile fiction, Mythology Greek Juvenile fiction, Oracles Juvenile fiction","Disney-Hyperion,","2018"
"1130","Digital","OverDrive","EBOOK",2019,1,10,"The Dark Prophecy: Trials of Apollo Series, Book 2","","Rick Riordan","Juvenile Fiction, Juvenile Literature, Mythology","Disney Digital Books","2017"
"1131","Physical","Horizon","BOOK",2019,1,15,"The hammer of Thor / Rick Riordan.","","Riordan, Rick","Fantasy Juvenile fiction, Mythology Norse Juvenile fiction, Homeless children Juvenile fiction, Quests Expeditions Juvenile fiction, Homeless persons Fiction, Mythological fiction","Disney-Hyperion,","2016"
"1132","Physical","Horizon","BOOK",2019,1,21,"9 from the Nine Worlds : stories / by Rick Riordan.","","Riordan, Rick","Mythology Norse Juvenile fiction, Short stories, Mythological fiction","Disney-Hyperion,","2018"
"1133","Digital","OverDrive","AUDIOBOOK",2019,1,14,"The House of Hades: The Heroes of Olympus Series, Book 4 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Mythology, Young Adult Fiction","Books on Tape","2013"
"1134","Digital","OverDrive","AUDIOBOOK",2019,1,10,"For Magnus Chase: The Hotel Valhalla Guide to the Norse Worlds (unabridged) (Unabridged)","","Rick Riordan","Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2016"
"1135","Digital","OverDrive","EBOOK",2019,1,17,"The Sea of Monsters: Percy Jackson and the Olympians Series, Book 2","","Rick Riordan","Fantasy, Mythology, Young Adult Fiction","Disney Digital Books","2011"
"1136","Physical","Horizon","BOOK",2019,1,18,"Percy Jackson & the Olympians. Book three, The Titan's curse : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Attila Futaki ; color by Gregory Guilhaumond ; lettering by Chris Dickey.","","Riordan, Rick","Mythology Greek Comic books strips etc, Artemis Greek deity Comic books strips etc, Animals Mythical Comic books strips etc, Monsters Comic books strips etc, Titans Mythology Comic books strips etc, Mythology Greek Juvenile fiction, Artemis Greek deity Juvenile fiction, Animals Mythical Juvenile fiction, Monsters Juvenile fiction, Titans Mythology Juvenile fiction, Cartoons and comics, Graphic novels","Disney/Hyperion Books,","2013"
"1137","Physical","Horizon","BOOK",2019,1,16,"The hidden oracle / Rick Riordan.","","Riordan, Rick","Apollo Deity Fiction, Gods Greek Fiction, Mythology Greek Fiction, Mythological fiction","Disney-Hyperion,","2016"
"1138","Digital","OverDrive","AUDIOBOOK",2019,1,11,"The Sea of Monsters: Percy Jackson and the Olympians Series, Book 2 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Mythology, Young Adult Fiction","Books on Tape","2007"
"1139","Physical","Horizon","BOOK",2019,1,10,"Percy Jackson's Greek gods / Rick Riordan ; illustrated by John Rocco.","","Riordan, Rick","Gods Greek Juvenile fiction, Jackson Percy Fictitious character Juvenile fiction, Gods Greek Juvenile literature","Disney-Hyperion Books,","2014"
"1140","Physical","Horizon","BOOK",2019,1,19,"The lost hero / Rick Riordan.","","Riordan, Rick","Mythology Greek Juvenile fiction, Camps Juvenile fiction, Hera Greek deity Juvenile fiction, Gaia Greek deity Juvenile fiction, Monsters Juvenile fiction, Mythological fiction","Disney/Hyperion Books,","2010"
"1141","Digital","OverDrive","AUDIOBOOK",2019,1,12,"The Lost Hero: The Heroes of Olympus Series, Book 1 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Mythology, Young Adult Fiction","Books on Tape","2010"
"1142","Digital","OverDrive","AUDIOBOOK",2019,1,11,"The Battle of the Labyrinth: Percy Jackson and the Olympians Series, Book 4 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Mythology, Young Adult Fiction","Books on Tape","2008"
"1143","Physical","Horizon","BOOK",2019,2,21,"Percy Jackson & the Olympians. Book two, The sea of monsters : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Attila Futaki ; lettering by Chris Dickey.","","Riordan, Rick","Riordan Rick Sea of monsters Adaptations, Jackson Percy Fictitious character Comic books strips etc, Mythology Greek Comic books strips etc, Monsters Comic books strips etc, Fathers and sons Comic books strips etc, Poseidon Greek deity Comic books strips etc, Graphic novels","Disney-Hyperion Books,","2013"
"1144","Physical","Horizon","BOOK",2019,2,15,"Percy Jackson & the Olympians. Book three, The Titan's curse : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Attila Futaki ; color by Gregory Guilhaumond ; lettering by Chris Dickey.","","Riordan, Rick","Mythology Greek Comic books strips etc, Artemis Greek deity Comic books strips etc, Animals Mythical Comic books strips etc, Monsters Comic books strips etc, Titans Mythology Comic books strips etc, Mythology Greek Juvenile fiction, Artemis Greek deity Juvenile fiction, Animals Mythical Juvenile fiction, Monsters Juvenile fiction, Titans Mythology Juvenile fiction, Cartoons and comics, Graphic novels","Disney/Hyperion Books,","2013"
"1145","Digital","OverDrive","AUDIOBOOK",2019,2,23,"The Lightning Thief: Percy Jackson and the Olympians Series, Book 1 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Books on Tape","2006"
"1146","Physical","Horizon","BOOK",2019,2,10,"The hidden oracle / Rick Riordan.","","Riordan, Rick","Apollo Deity Fiction, Gods Greek Fiction, Mythology Greek Fiction, Mythological fiction","Disney-Hyperion,","2016"
"1147","Physical","Horizon","BOOK",2019,2,23,"Percy Jackson & the Olympians. Book one, The lightning thief : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Attila Futaki ; color by José Villarrubia ; layouts by Orpheus Collar ; lettering by Chris Dickey.","","Riordan, Rick","Hades Greek deity Comic books strips etc, Mythology Greek Comic books strips etc, Camps Comic books strips etc, Friendship Comic books strips etc, Fathers and sons Comic books strips etc, Poseidon Greek deity Comic books strips etc, Zeus Greek deity Comic books strips etc, Cartoons and comics, Graphic novels, Fantasy comics","Disney/Hyperion Books,","2010"
"1148","Physical","Horizon","BOOK",2019,2,11,"The lightning thief / Rick Riordan ; illustrated by John Rocco.","","Riordan, Rick","Jackson Percy Fictitious character Juvenile fiction, Zeus Greek deity Juvenile fiction, Poseidon Greek deity Juvenile fiction, Mythology Greek Juvenile fiction, Camps Juvenile fiction, Fathers and sons Juvenile fiction, Fantasy fiction","Disney/Hyperion,","2018"
"1149","Digital","OverDrive","EBOOK",2019,2,22,"The Burning Maze: The Trials of Apollo Series, Book 3","","Rick Riordan","Juvenile Fiction, Juvenile Literature, Mythology","Disney Digital Books","2018"
"1150","Physical","Horizon","BOOK",2019,2,29,"The sea of monsters / Rick Riordan.","","Riordan, Rick","Hades Greek deity Juvenile fiction, Mythology Greek Juvenile fiction, Camps Juvenile fiction, Friendship Juvenile fiction, Fathers and sons Juvenile fiction, Poseidon Greek deity Juvenile fiction, Zeus Greek deity Juvenile fiction, Fantasy fiction, Mythological fiction","Miramax Books/Hyperion Books for Children,","2006"
"1151","Physical","Horizon","BOOK",2019,2,20,"The Ship of the Dead / Rick Riordan.","","Riordan, Rick","Loki Norse deity Juvenile fiction, Mythology Norse Juvenile fiction, Ships Juvenile fiction, Adventure and adventurers Fiction, Mythological fiction","Disney-Hyperion,","2017"
"1152","Digital","OverDrive","AUDIOBOOK",2019,2,16,"The Sword of Summer: Magnus Chase and the Gods of Asgard Series, Book 1 (unabridged) (Unabridged)","","Rick Riordan","Mythology, Young Adult Fiction, Young Adult Literature","Books on Tape","2015"
"1153","Digital","OverDrive","AUDIOBOOK",2019,2,11,"The Son of Neptune: The Heroes of Olympus Series, Book 2 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Mythology, Young Adult Fiction","Books on Tape","2011"
"1154","Physical","Horizon","BOOK",2019,2,12,"The sword of summer / Rick Riordan.","","Riordan, Rick","Chase Magnus Juvenile fiction, Mythology Norse Juvenile fiction, Homeless children Juvenile fiction, Quests Expeditions Juvenile fiction, Mythological fiction","Disney Hyperion,","2015"
"1155","Digital","OverDrive","AUDIOBOOK",2019,2,26,"The Blood of Olympus: The Heroes of Olympus Series, Book 5 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Mythology, Young Adult Fiction","Books on Tape","2014"
"1156","Digital","OverDrive","EBOOK",2019,2,11,"The Red Pyramid: The Kane Chronicles, Book 1","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2011"
"1157","Digital","OverDrive","AUDIOBOOK",2019,2,12,"The Lost Hero: The Heroes of Olympus Series, Book 1 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Mythology, Young Adult Fiction","Books on Tape","2010"
"1158","Digital","OverDrive","EBOOK",2019,2,10,"The Lightning Thief: The Graphic Novel: Percy Jackson and the Olympians Graphic Novel Series, Book 1","","Rick Riordan","Comic and Graphic Books, Juvenile Fiction","Disney Digital Books","2016"
"1159","Digital","OverDrive","AUDIOBOOK",2019,2,22,"The Ship of the Dead: Magnus Chase and the Gods of Asgard Series, Book 3 (unabridged) (Unabridged)","","Rick Riordan","Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2017"
"1160","Physical","Horizon","BOOK",2019,2,16,"The lost hero / Rick Riordan.","","Riordan, Rick","Mythology Greek Juvenile fiction, Camps Juvenile fiction, Hera Greek deity Juvenile fiction, Gaia Greek deity Juvenile fiction, Monsters Juvenile fiction, Mythological fiction","Disney/Hyperion Books,","2010"
"1161","Digital","OverDrive","AUDIOBOOK",2019,2,11,"The Battle of the Labyrinth: Percy Jackson and the Olympians Series, Book 4 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Mythology, Young Adult Fiction","Books on Tape","2008"
"1162","Physical","Horizon","BOOK",2019,2,19,"The throne of fire / Rick Riordan.","","Riordan, Rick","Mythology Egyptian Juvenile fiction, Brothers and sisters Juvenile fiction, Voyages and travels Juvenile fiction, Adventure stories, Magic Juvenile fiction, Fantasy fiction, Mythological fiction","Disney/Hyperion,","2011"
"1163","Physical","Horizon","BOOK",2019,2,22,"The last Olympian / Rick Riordan.","","Riordan, Rick","Titans Mythology Juvenile fiction, Animals Mythical Juvenile fiction, Monsters Juvenile fiction, Mythology Greek Juvenile fiction, Mythological fiction","Disney/Hyperion Books,","2009"
"1164","Physical","Horizon","BOOK",2019,2,22,"9 from the Nine Worlds : stories / by Rick Riordan.","","Riordan, Rick","Mythology Norse Juvenile fiction, Short stories, Mythological fiction","Disney-Hyperion,","2018"
"1165","Digital","OverDrive","AUDIOBOOK",2019,2,21,"The Hammer of Thor: Magnus Chase and the Gods of Asgard Series, Book 2 (unabridged) (Unabridged)","","Rick Riordan","Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2016"
"1166","Digital","OverDrive","EBOOK",2019,2,17,"The Ship of the Dead: Magnus Chase and the Gods of Asgard Series, Book 3","","Rick Riordan","Juvenile Fiction, Juvenile Literature, Mythology","Disney Digital Books","2017"
